epoch,accuracy,loss,val_accuracy,val_loss
0,0.614355206489563,0.6707516312599182,0.4829268157482147,0.675770103931427
1,0.6958637237548828,0.6215021014213562,0.7414634227752686,0.6079458594322205
2,0.7396593689918518,0.5597572326660156,0.7560975551605225,0.5254771709442139
3,0.7810218930244446,0.48740050196647644,0.7219512462615967,0.5531412363052368
4,0.7931873202323914,0.45143017172813416,0.8195121884346008,0.4219440221786499
